date,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD,ttl_sales,onpromotion_AUTOMOTIVE,onpromotion_BABY CARE,onpromotion_BEAUTY,onpromotion_BEVERAGES,onpromotion_BOOKS,onpromotion_BREAD/BAKERY,onpromotion_CELEBRATION,onpromotion_CLEANING,onpromotion_DAIRY,onpromotion_DELI,onpromotion_EGGS,onpromotion_FROZEN FOODS,onpromotion_GROCERY I,onpromotion_GROCERY II,onpromotion_HARDWARE,onpromotion_HOME AND KITCHEN I,onpromotion_HOME AND KITCHEN II,onpromotion_HOME APPLIANCES,onpromotion_HOME CARE,onpromotion_LADIESWEAR,onpromotion_LAWN AND GARDEN,onpromotion_LINGERIE,"onpromotion_LIQUOR,WINE,BEER",onpromotion_MAGAZINES,onpromotion_MEATS,onpromotion_PERSONAL CARE,onpromotion_PET SUPPLIES,onpromotion_PLAYERS AND ELECTRONICS,onpromotion_POULTRY,onpromotion_PREPARED FOODS,onpromotion_PRODUCE,onpromotion_SCHOOL AND OFFICE SUPPLIES,onpromotion_SEAFOOD,id,family,sales,onpromotion,store_city,store_state,store_type,store_cluster,locale,locale_name,description,events,IsWorkDay,events_Black_Friday,events_Cyber_Monday,events_Dia_de_la_Madre,events_Futbol,events_Terremoto_Manabi,holiday_national_binary,holiday_local_binary,holiday_regional_binary,national_independence,local_cantonizacio,local_fundacion,local_independencia,holiday_national_Batalla_de_Pichincha,holiday_national_Carnaval,holiday_national_Dia_de_Difuntos,holiday_national_Dia_de_la_Madre,holiday_national_Dia_del_Trabajo,holiday_national_Independencia_de_Cuenca,holiday_national_Independencia_de_Guayaquil,holiday_national_Navidad,holiday_national_Primer_Grito_de_Independencia,holiday_national_Primer_dia_del_ano,holiday_national_Viernes_Santo,holiday_regional_Provincializacion_Santa_Elena,holiday_regional_Provincializacion_de_Cotopaxi,holiday_regional_Provincializacion_de_Imbabura,holiday_regional_Provincializacion_de_Santo_Domingo,holiday_local_Cantonizacion_de_Cayambe,holiday_local_Cantonizacion_de_El_Carmen,holiday_local_Cantonizacion_de_Guaranda,holiday_local_Cantonizacion_de_Latacunga,holiday_local_Cantonizacion_de_Libertad,holiday_local_Cantonizacion_de_Quevedo,holiday_local_Cantonizacion_de_Riobamba,holiday_local_Cantonizacion_de_Salinas,holiday_local_Cantonizacion_del_Puyo,holiday_local_Fundacion_de_Ambato,holiday_local_Fundacion_de_Cuenca,holiday_local_Fundacion_de_Esmeraldas,holiday_local_Fundacion_de_Guayaquil,holiday_local_Fundacion_de_Ibarra,holiday_local_Fundacion_de_Loja,holiday_local_Fundacion_de_Machala,holiday_local_Fundacion_de_Manta,holiday_local_Fundacion_de_Quito,holiday_local_Fundacion_de_Riobamba,holiday_local_Fundacion_de_Santo_Domingo,holiday_local_Independencia_de_Ambato,holiday_local_Independencia_de_Guaranda,holiday_local_Independencia_de_Latacunga,dcoilwtico,year,month,week,quarter,day_of_week
2015-02-22,2,6.0,0.0,2.0,2221.0,0.0,640.998,0.0,1338.0,1336.0,446.079,328.0,182.0,5207.0,51.0,0.0,30.0,10.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,437.631,387.0,0.0,0.0,746.204,156.714,10.0,0.0,61.232002,13605.858001999999,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390323,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,2,8,1,Sunday
2015-02-23,2,6.0,0.0,3.0,906.0,0.0,491.231,0.0,995.0,644.0,270.426,154.0,90.0,3286.0,21.0,0.0,29.0,6.0,0.0,0.0,0.0,3.0,2.0,61.0,0.0,505.585,254.0,0.0,0.0,390.266,89.51,2.0,0.0,26.456,8235.473999999998,0,0,0,1,0,3,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1392105,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.56,2015,2,9,1,Monday
2015-02-24,2,4.0,0.0,3.0,1018.0,0.0,440.22,0.0,908.0,823.0,283.804,177.0,69.0,3487.0,33.0,3.0,15.0,7.0,0.0,0.0,0.0,8.0,4.0,47.0,0.0,461.238,244.0,0.0,0.0,456.626,163.475,3.0,0.0,36.512,8694.875000000002,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393887,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.48,2015,2,9,1,Tuesday
2015-02-25,2,11.0,0.0,1.0,1375.0,0.0,430.753,0.0,934.0,818.0,225.984,169.0,90.0,3342.0,28.0,1.0,18.0,14.0,0.0,0.0,0.0,5.0,0.0,62.0,0.0,411.358,243.0,0.0,0.0,397.145,143.834,0.0,0.0,26.799,8746.873000000001,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1395669,AUTOMOTIVE,11.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.25,2015,2,9,1,Wednesday
2015-02-26,2,3.0,0.0,4.0,867.0,0.0,379.323,0.0,744.0,598.0,261.024,112.0,87.0,2461.0,10.0,0.0,35.0,14.0,1.0,0.0,0.0,1.0,1.0,60.0,0.0,480.697,183.0,0.0,0.0,338.522,95.36,1.0,0.0,21.218,6758.143999999999,0,0,0,1,0,1,0,1,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1397451,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.65,2015,2,9,1,Thursday
2015-02-27,2,3.0,0.0,3.0,1188.0,0.0,400.883,0.0,849.0,723.0,269.564,170.0,99.0,3036.0,42.0,0.0,14.0,6.0,0.0,0.0,0.0,8.0,4.0,128.0,0.0,647.337,188.0,0.0,0.0,571.63,106.742004,8.0,0.0,41.732998,8506.889001999998,0,0,0,0,0,0,0,0,1,58,26,0,8,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,40,1,0,0,7,1399233,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.84,2015,2,9,1,Friday
2015-02-28,2,3.0,0.0,2.0,1679.0,0.0,554.363,0.0,1241.0,1126.0,315.937,235.0,161.0,4679.0,29.0,0.0,41.0,6.0,3.0,0.0,0.0,7.0,10.0,172.0,0.0,523.05597,386.0,0.0,0.0,597.047,185.636,23.0,0.0,38.163,12017.20197,0,0,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1401015,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,2,9,1,Saturday
2015-03-01,2,9.0,0.0,4.0,2525.0,0.0,778.319,0.0,1691.0,1557.0,415.238,380.0,209.0,6347.0,43.0,3.0,21.0,10.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,538.492,570.0,0.0,0.0,893.55597,216.58301,8.0,0.0,43.944,16281.13198,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402797,AUTOMOTIVE,9.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,9,1,Sunday
2015-03-02,2,7.0,0.0,1.0,1266.0,0.0,501.496,0.0,1156.0,920.0,275.531,184.0,85.0,3768.0,32.0,3.0,24.0,5.0,0.0,0.0,0.0,8.0,3.0,47.0,0.0,608.632,294.0,0.0,0.0,614.65,105.552,0.0,0.0,29.199001,9938.060001,0,0,0,0,0,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404579,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,Local,Manta,Fundacion de Manta,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.59,2015,3,10,1,Monday
2015-03-03,2,4.0,0.0,2.0,1231.0,0.0,485.751,0.0,1121.0,792.0,274.489,178.0,84.0,3682.0,25.0,1.0,16.0,9.0,1.0,0.0,0.0,4.0,8.0,58.0,0.0,525.543,305.0,0.0,0.0,496.336,90.402,2.0,0.0,35.756,9431.276999999998,0,0,0,1,0,1,0,1,4,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1406361,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.43,2015,3,10,1,Tuesday
2015-03-04,2,6.0,0.0,0.0,1210.0,0.0,522.056,0.0,1051.0,876.0,255.408,167.0,115.0,3578.0,22.0,0.0,22.0,21.0,0.0,0.0,0.0,8.0,2.0,53.0,0.0,538.36,292.0,0.0,0.0,505.06,124.591995,1.0,0.0,41.157,9410.632995,0,0,0,0,0,0,0,1,1,3,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1408143,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.53,2015,3,10,1,Wednesday
2015-03-05,2,2.0,0.0,5.0,1057.0,0.0,424.509,0.0,928.0,800.0,242.976,124.0,73.0,2906.0,36.0,1.0,16.0,6.0,0.0,0.0,0.0,7.0,3.0,69.0,0.0,484.022,220.0,0.0,0.0,430.984,107.816,4.0,0.0,26.035,7973.342000000001,0,0,0,0,0,1,0,2,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409925,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.76,2015,3,10,1,Thursday
2015-03-06,2,3.0,0.0,0.0,1145.0,0.0,454.052,0.0,964.0,750.0,268.145,170.0,138.496,3110.0,24.0,1.0,25.0,9.0,0.0,0.0,0.0,7.0,0.0,110.0,0.0,798.729,195.0,0.0,0.0,595.626,105.669,2.0,0.0,45.97,8921.687,0,0,0,0,0,0,0,1,2,61,28,0,8,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,39,1,0,0,5,1411707,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.61,2015,3,10,1,Friday
2015-03-07,2,3.0,0.0,5.0,1996.0,0.0,537.74,0.0,1206.0,1068.0,357.742,250.0,203.0,4615.0,29.0,1.0,49.0,11.0,0.0,0.0,0.0,14.0,0.0,211.0,0.0,475.737,406.0,0.0,0.0,632.895,86.724,2.0,0.0,38.61,12198.448,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1413489,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,10,1,Saturday
2015-03-08,2,4.0,0.0,3.0,2364.0,0.0,763.249,0.0,1257.0,1342.0,468.322,312.0,157.0,5090.0,40.0,1.0,18.0,8.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,454.44,410.0,0.0,0.0,726.997,150.54001,12.0,0.0,35.719,13633.26701,0,0,0,0,0,1,0,2,1,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1415271,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,10,1,Sunday
2015-03-09,2,2.0,0.0,1.0,1271.0,0.0,563.137,0.0,1039.0,811.0,265.702,181.0,123.054,3504.0,36.0,0.0,19.0,5.0,2.0,0.0,0.0,9.0,2.0,62.0,0.0,479.88098,286.0,0.0,0.0,546.97,99.012,0.0,0.0,37.187,9344.94298,0,0,0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417053,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,2015,3,11,1,Monday
2015-03-10,2,2.0,0.0,1.0,1203.0,0.0,421.04,0.0,1045.0,811.0,253.351,176.0,82.879,3671.0,20.0,1.0,37.0,11.0,1.0,0.0,0.0,3.0,1.0,61.0,0.0,441.142,312.0,0.0,0.0,516.177,106.318,2.0,0.0,45.416,9224.322999999999,0,0,0,0,0,0,0,1,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418835,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.42,2015,3,11,1,Tuesday
2015-03-11,2,12.0,0.0,3.0,1294.0,0.0,442.561,0.0,1061.0,851.0,234.534,170.0,76.0,3671.0,27.0,0.0,14.0,7.0,0.0,0.0,0.0,7.0,5.0,92.0,0.0,392.048,316.0,0.0,0.0,466.927,110.499,2.0,0.0,44.323,9298.892,0,0,0,0,0,0,0,3,2,2,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1420617,AUTOMOTIVE,12.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.06,2015,3,11,1,Wednesday
2015-03-12,2,4.0,0.0,0.0,1076.0,0.0,424.713,0.0,706.0,640.0,173.946,97.0,108.129,2869.0,28.0,0.0,28.0,7.0,4.0,0.0,0.0,2.0,1.0,57.0,0.0,423.283,264.0,0.0,0.0,321.607,81.733,5.0,0.0,27.594,7349.005,0,0,0,0,0,1,0,1,2,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422399,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.12,2015,3,11,1,Thursday
2015-03-13,2,10.0,0.0,4.0,1382.0,0.0,490.018,0.0,955.0,855.0,284.01,173.0,129.0,3342.0,24.0,1.0,16.0,3.0,1.0,0.0,0.0,7.0,1.0,140.0,0.0,777.033,225.0,0.0,0.0,625.127,132.439,8.0,0.0,54.214,9638.841,0,0,0,0,0,1,0,1,1,57,27,0,13,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,38,1,0,0,7,1424181,AUTOMOTIVE,10.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.88,2015,3,11,1,Friday
2015-03-14,2,2.0,0.0,14.0,1892.0,0.0,568.018,0.0,1096.0,1216.0,350.492,260.0,165.685,4964.0,33.0,0.0,32.0,10.0,0.0,0.0,0.0,11.0,2.0,196.0,0.0,542.02997,361.0,0.0,0.0,646.28,173.919,5.0,0.0,43.159,12583.58297,0,0,0,0,0,1,0,2,2,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1425963,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,11,1,Saturday
2015-03-15,2,3.0,0.0,7.0,2297.0,0.0,661.747,0.0,1291.0,1346.0,357.775,326.0,183.0,5547.0,40.0,3.0,35.0,7.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,408.708,492.0,0.0,0.0,716.527,167.741,5.0,0.0,47.62,13965.118,0,0,0,0,0,0,0,2,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427745,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,11,1,Sunday
2015-03-16,2,4.0,0.0,3.0,1187.0,0.0,441.271,0.0,981.0,795.0,220.266,162.0,103.0,3159.0,31.0,1.0,25.0,1.0,3.0,0.0,0.0,3.0,3.0,72.0,0.0,364.367,252.0,0.0,0.0,452.094,85.186,0.0,0.0,35.477,8383.661,0,0,0,0,0,0,0,3,3,1,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1429527,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.93,2015,3,12,1,Monday
2015-03-17,2,1.0,0.0,0.0,1165.0,0.0,351.462,0.0,892.0,727.0,207.684,151.0,90.0,3148.0,28.0,0.0,35.0,4.0,2.0,0.0,0.0,6.0,7.0,55.0,0.0,578.26196,220.0,0.0,0.0,433.493,114.345,0.0,0.0,34.746,8250.99196,0,0,0,1,0,0,0,1,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431309,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.39,2015,3,12,1,Tuesday
2015-03-18,2,7.0,0.0,1.0,1034.0,0.0,502.805,0.0,839.0,830.0,203.362,184.0,86.0,3378.0,35.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,49.0,0.0,358.04,227.0,0.0,0.0,397.425,92.204,0.0,0.0,36.427002,8281.263002000002,0,0,0,0,0,0,0,1,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1433091,AUTOMOTIVE,7.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.63,2015,3,12,1,Wednesday
2015-03-19,2,0.0,0.0,5.0,1053.0,0.0,438.323,0.0,870.0,822.0,192.369,152.0,83.0,3157.0,24.0,0.0,17.0,5.0,0.0,0.0,0.0,10.0,1.0,47.0,0.0,501.833,219.0,0.0,0.0,436.368,125.886,2.0,0.0,26.875,8188.654,0,0,0,0,0,1,0,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1434873,AUTOMOTIVE,0.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.02,2015,3,12,1,Thursday
2015-03-20,2,1.0,0.0,3.0,1203.0,0.0,490.348,0.0,999.0,955.0,268.081,208.0,119.0,3918.0,23.0,0.0,29.0,6.0,1.0,0.0,0.0,9.0,3.0,113.0,0.0,682.193,182.0,0.0,0.0,758.763,157.496,3.0,0.0,39.260002,10171.141002,0,0,0,0,0,1,0,1,3,60,28,0,9,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,40,1,0,0,7,1436655,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,2015,3,12,1,Friday
2015-03-21,2,10.0,0.0,6.0,1854.0,0.0,642.713,0.0,1257.0,1330.0,430.441,255.0,138.0,4944.0,49.0,1.0,24.0,4.0,3.0,0.0,0.0,15.0,2.0,210.0,0.0,608.799,370.0,0.0,0.0,669.23,169.297,14.0,0.0,42.598,13049.077999999998,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438437,AUTOMOTIVE,10.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,12,1,Saturday
2015-03-22,2,8.0,0.0,8.0,1937.0,0.0,725.453,0.0,1256.0,1283.0,430.886,287.0,142.0,4733.0,46.0,2.0,12.0,12.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,448.838,397.0,0.0,0.0,700.61,162.456,9.0,0.0,51.497,12670.74,0,0,0,0,0,1,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1440219,AUTOMOTIVE,8.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2015,3,12,1,Sunday
2015-03-23,2,8.0,0.0,1.0,1071.0,0.0,516.383,0.0,1006.0,809.0,279.304,192.0,102.895996,3289.0,29.0,2.0,27.0,8.0,1.0,0.0,0.0,2.0,4.0,34.0,0.0,364.87302,219.0,0.0,0.0,449.252,112.013,0.0,0.0,38.100998,8564.822014000001,0,0,0,0,0,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442001,AUTOMOTIVE,8.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4,2015,3,13,1,Monday
2015-03-24,2,2.0,0.0,7.0,910.0,0.0,400.316,0.0,743.0,714.0,256.846,138.0,75.895996,2948.0,26.0,6.0,28.0,13.0,0.0,0.0,0.0,4.0,5.0,95.0,0.0,411.638,213.0,0.0,0.0,400.059,107.484,0.0,0.0,15.8,7520.038996,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443783,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,13,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.03,2015,3,13,1,Tuesday
